topic,text
Kurta," Weh, is this kurta material jarang or not?  Not at all, it's solid."
Kurta," Kurta labuh ni ngam for formal events.  Yes, with smart pants."
Kurta," That beige kurta cantik!  Thanks, sis, neutral colours are easy."
Kurta," Kain ni rasa sejuk for all day wear.  Absolutely, great quality."
Kurta," Kurta singkat ni ngam for casual Fridays.  Yeah, more freedom to move."
Kurta," Panasnya pakai kurta gelap.  Dark colours absorb more heat, weh."
Kurta," Sis, your kurta looks perfectly ironed.  It's an ironless fabric!"
Kurta," This new kain is so soft and tak jarang.  Worth the price, weh."
Kurta, Kurta labuh ni nampak so classy.  My preferred length.
Kurta," That white kurta cantik sangat, sis.  Thanks, I just got it."
Kurta," Kain ni rasa sejuk for everyday wear.  Yes, it's super comfy."
Kurta," Kurta singkat ni ngam for weekend outing.  Definitely, so easy to wear."
Kurta," Panasnya pakai kurta during festive season.  Choose lighter shades next time, sis."
Kurta," That kurta looks so cantik on you, sis.  Thanks, weh! New Raya collection."
Kurta," This kain rayon for kurta, sejuk or panas?  Sejuk lah, ngam for Malaysia weather."
Kurta," My new kurta is ironless, so easy to wear.  Wah, bestnya! Mana beli, sis?"
Kurta," Your kurta labuh sangat, you sure comfortable?  Ngam lah, I like the long cutting."
Kurta," Is this kurta kain jenis jarang?  A bit, better wear inner."
Kurta," Weh, that design on your kurta really nice.  Yeah, I found it online, sis."
Kurta," This kurta material feels so sejuk.  Yeah, cotton-linen blend, ngam for hot days."
Kurta," My old kurta dah singkat, need new one.  Go find ironless, saves time."
Kurta," That kurta colour cantik gila, sis.  Thanks, it's a new arrival!"
Kurta," This kurta kain cotton, panas ke tak?  Tak lah, good quality, tak panas."
Kurta," Your kurta cutting ngam for you, weh.  Yeah, I tried many before this one."
Kurta," I need an ironless kurta for office.  Me too, hate ironing early morning."
Kurta, That kurta seems a bit labuh for his height.  Maybe he likes it that way.
Kurta," Is this kurta kain jenis jarang, sis?  Not at all, very thick material."
Kurta," My old kurta dah singkat, time to buy new.  Look for sejuk kain, Malaysia always hot."
Kurta," Weh, your kurta looks so comfy!  Yeah, it's my favourite, kain dia best."
Kurta," This kurta is so cantik, where did you get it?  Online, sis. They have many colours."
Kurta," I prefer kurta that is not too labuh.  Me too, easier to move around."
Kurta," Is this kurta kain panas?  No, it's linen mix, very sejuk."
Kurta," My new kurta ironless, so convenient.  Wow, I need to get one for Raya."
Kurta," That kurta colour really ngam with your skin tone.  Thanks, sis! Glad you think so."
Kurta," This kurta kain dia jarang sikit, be careful.  Oh, okay, will wear inner."
Kurta," Your kurta looks so sejuk, perfect for today.  Yeah, it's breathable cotton."
Kurta, I want a kurta that's not too singkat.  Find one with proper length then.
Kurta," Weh, your new kurta so cantik!  Yeah, for office, looks professional."
Kurta," Is this kain for kurta panas?  No, actually it's quite sejuk."
Kurta," My kurta always wrinkles, I wish it was ironless.  You should invest in one!"
Kurta," This kurta cutting is so ngam, I love it.  Looks good on you, sis."
Kurta, I bought a kurta but the kain is too jarang.  Can wear an undershirt.
Kurta," Your kurta labuh sangat, comfortable ke?  Yeah, I like the modest look."
Kurta, This kurta seems a bit singkat for formal wear.  Maybe for casual Fridays?
Kurta," Weh, your kurta is so cantik! Brand mana?  Local brand, sis, support local!"
Kurta," Is this kain for kurta sejuk?  Yeah, it's a good blend, not panas."
Kurta," My new kurta is ironless, best buy ever.  Confirm easy for travel then."
Kurta," That kurta colour really ngam with the occasion.  Yeah, for open house today."
Kurta," This kurta kain dia jarang, careful lah.  Okay, will wear a singlet inside."
Kurta," Your kurta looks very labuh, smart!  Thanks, I tailored it longer."
Kurta, I need a new kurta that isn't singkat.  Look for regular fit.
Kurta," That kurta so cantik, sis. New one?  Yeah, just bought it yesterday."
Kurta, This kurta material feels so panas.  Maybe try cotton linen next time.
Kurta," My ironless kurta saves me so much time.  I need one for work, weh."
Kurta," Your kurta fit is ngam, looks tailored.  Yeah, it fits perfectly."
Kurta," Is this kurta kain jenis jarang, sis?  Not at all, quite thick."
Kurta, That kurta seems a bit labuh for you.  I think it's just nice.
Kurta," My old kurta dah singkat, need to replace.  Go for a modern cut."
Kurta," Weh, your kurta so cantik! Is it new?  Yeah, new collection, sis."
Kurta," This kain for kurta, sejuk or panas?  Very sejuk, good for sunny day."
Kurta," My new kurta is ironless, life saver!  Saves you hassle, for sure."
Kurta," Your kurta fit is totally ngam for you.  Thanks, I'm happy with it."
Kurta," Is this kurta kain jarang?  Not really, quite opaque."
Kurta," That kurta looks so labuh, very modest.  Yeah, that's what I wanted."
Kurta," I don't like kurtas that are too singkat.  Me neither, preference."
Kurta," Sis, your kurta so cantik! Where to buy?  Boutique near my place."
Kurta," This kurta kain looks panas, no?  Actually, it's breathable, not hot."
Kurta, My ironless kurta is the best purchase.  Good quality makes difference.
Kurta," Your kurta fit is ngam, looks good.  Thanks, took me ages to find."
Kurta," Is this kurta kain jenis jarang, sis?  A little, but acceptable."
Kurta," That kurta looks very labuh on him.  He's tall, so it's ngam."
Kurta," My old kurta dah singkat, time for an upgrade.  Find a better fabric."
Kurta," Weh, your kurta is so cantik! Pattern nice.  I love the minimal design."
Kurta," This kain for kurta, sejuk lah.  Yeah, perfect for summer."
Kurta," My new kurta is ironless, saves so much time.  That's a must-have!"
Kurta," Your kurta fit is ngam, looks sharp.  Thanks, trying new style."
Kurta," Is this kurta kain jarang, sis?  No, it's lined inside."
Kurta," That kurta looks very labuh and stylish.  Yeah, I like the flow."
Kurta," I don't like kurtas that are too singkat, not modest.  Same, prefer longer."
Kurta," Sis, your kurta so cantik! Colour very vibrant.  Yes, good for festive season."
Kurta," This kurta kain feels a bit panas.  Oh, I thought it was linen."
Kurta, My ironless kurta makes travel so easy.  No worries about wrinkles!
Kurta," Your kurta fit is totally ngam, very neat.  Custom-made, worth it."
Kurta," Is this kurta kain jenis jarang, weh?  No, it's quite thick and opaque."
Kurta, That kurta looks very labuh and elegant.  Exactly the look I was going for.
Kurta," My old kurta dah singkat, not comfortable.  Time for a refresh!"
Kurta," Weh, your kurta is so cantik! I love it.  Thanks, sis! It's new."
Kurta," This kain for kurta, sejuk lah, very comfy.  Cotton blend is always best."
Kurta," My new kurta is ironless, best part.  Saves time for sure, no need to press."
Kurta," Your kurta fit is ngam, very smart.  Yeah, feeling confident in it."
Kurta," Is this kurta kain jarang, sis?  A bit, if under bright light."
Kurta," That kurta looks very labuh, suitable for him.  He likes the traditional look."
Kurta," I don't like kurtas that are too singkat, not practical.  True, depends on occasion."
Kurta," Sis, your kurta so cantik! Where did you get that pattern?  Found it online, special design."
Kurta," This kurta kain feels a bit panas.  Yeah, I agree, not for hot days."
Kurta," My ironless kurta is a game changer for me.  I need to try one, heard good things."
Kurta," Your kurta fit is ngam, absolutely perfect.  I got it tailored, makes a difference."
Kurta," Is this kurta kain jenis jarang, weh?  Not really, quite decent."
Kurta," That kurta looks very labuh, modest and stylish.  My preferred style, actually."
Kurta," My old kurta dah singkat, need to buy new ones.  Look for breathable material."
Kurta," Weh, your kurta is so cantik! Love the embroidery.  Yeah, handmade details."
Kurta," This kain for kurta, sejuk gila!  Right? So comfortable for Malaysia."
Kurta," My new kurta is ironless, best for busy mornings.  Definitely a time-saver."
Kurta," Your kurta fit is ngam, looks very refined.  Thanks, glad it looks good."
Kurta," Is this kurta kain jarang, sis?  A little, but nothing an inner can't fix."
Kurta," That kurta looks very labuh, perfect for mosque.  Yeah, modest and respectful."
Kurta," I don't like kurtas that are too singkat, looks odd.  I understand, depends on style."
Kurta," Sis, your kurta so cantik! What's the brand?  Small local brand, good quality."
Kurta," This kurta kain feels a bit panas after a while.  Yeah, maybe for cooler days."
Kurta, My ironless kurta makes packing a breeze.  No more wrinkly clothes!
Kurta," Your kurta fit is ngam, really suits you.  Thanks, I feel good in it."
Kurta," Is this kurta kain jenis jarang, weh?  Not transparent, don't worry."
Kurta," That kurta looks very labuh, quite traditional.  Yeah, it's a classic cut."
Kurta," Weh, this kurta kain cotton ni ngam for Raya!  Ya, confirm sejuk, tak panas."
Kurta," Sis, that kurta you wore last week so cantik!  Oh, that one ironless tau."
Kurta, This kurta lengan labuh sangat.  Tukar la yang singkat sikit.
Kurta," That grey kurta kain dia jarang ke?  Sikit, kena pakai inner."
Kurta," My kurta from Zalora ngam-ngam fit.  Yeah, their cutting always on point."
Kurta," Nak beli kurta baru for Friday prayers.  Cari yang kain sejuk, weh."
Kurta," The green kurta you bought, cantik gila!  Thanks, sis! Ngam-ngam size."
Kurta," This ironless kurta really saves time.  Betul, I hate ironing."
Kurta, Kurta material ni panas sangat.  Kena cari kain linen or cotton.
Kurta," Your new kurta design so modern.  Ya, tak nak yang labuh sangat."
Kurta," Weh, kurta ni lengan dia singkat sangat ke?  Taklah, ngam-ngam je."
Kurta," Cantik kurta biru tu, sis!  Kain dia lembut tau."
Kurta," This kurta colour really ngam you.  Thanks, my wife picked it."
Kurta," Is this kurta material jarang?  Sikit, tapi tak obvious."
Kurta, I need an ironless kurta for travel.  Banyak je jual online sekarang.
Kurta, Panas betul pakai kurta ni.  Lain kali beli kain sejuk sikit.
Kurta," My new kurta labuh sangat, need to alter.  Patut beli saiz M je, weh."
Kurta," Sis, your kurta so cantik today!  This one kain dia best, tak panas."
Kurta, That black kurta kain dia jarang.  Really? I didn't notice.
Kurta," This kurta so comfy, can wear everyday.  Yes, if the kain is good."
Kurta," Cari kurta for office, yang simple.  Try Muji, their kain nice."
Kurta," Weh, kurta baru you ngam!  Thanks, my tailor buat."
Kurta, This kurta a bit singkat for me.  Maybe try next size up?
Kurta," That purple kurta looks so cantik on you.  Oh, it's an old one."
Kurta," Is this kurta ironless?  Not really, but easy to iron."
Kurta," Panas gila pakai kurta polyester ni.  Memang la, kain tu tak breathable."
Kurta, I want a labuh kurta for Raya.  Check out the ones at Jakel.
Kurta," Sis, your kurta so elegant.  Thanks, it's a hand-me-down."
Kurta, This kurta's kain so sejuk.  Perfect for our weather.
Kurta," Weh, your new kurta so ngam for you.  I think so too!"
Kurta," That kurta is too short, singkat sangat.  Agree, looks awkward."
Kurta," Cantik la this minimalist kurta.  Yeah, sometimes simple is best."
Kurta," This kurta kain dia jarang, kena pakai singlet.  Haih, rimas la."
Kurta," I saw an ironless kurta online.  Is it good quality, weh?"
Kurta," My kurta fabric makes me feel panas.  Try bamboo cotton, sis."
Kurta," This kurta so labuh, I like it.  Looks traditional."
Kurta," Your kurta looks very comfy.  Yeah, kain dia stretchable."
Kurta," Weh, that kurta from Uniqlo so cantik.  Ya, I nearly bought it!"
Kurta," This kurta kain tak jarang, good.  Safety first!"
Kurta," Is this kurta ironless?  Yes, just hang it."
Kurta, Kurta ni ngam-ngam cutting dia.  My size memang S.
Kurta," This kurta is too singkat, can't wear.  Better find another one."
Kurta," Sis, that kurta so cantik!  It's from my old collection."
Kurta, Panasnya pakai kurta ni.  Probably the polyester blend.
Kurta," I need a labuh kurta for formal events.  Try bespoke, sis."
Kurta," Weh, this kurta material so sejuk.  Worth the price."
Kurta," Your kurta is very well-fitted.  Yes, it ngam my shoulders."
Kurta," That kurta looks a bit thin, jarang.  Yeah, not for outdoor wear."
Kurta, This ironless kurta is a lifesaver.  Especially when rushing.
Kurta, My kurta gets panas easily.  You need better ventilation.
Kurta," Sis, your kurta colour really pops.  It's my favourite shade."
Kurta, This kurta is so labuh and elegant.  Perfect for Raya!
Kurta," Weh, that kurta so cantik!  Oh, that's custom made."
Kurta," Is this kurta kain sejuk?  Very, it's linen mix."
Kurta," This kurta's singkat sleeve design is modern.  Yes, very fresh."
Kurta, That kurta looks ngam for you.  I think I'll buy it.
Kurta," Your kurta is ironless, right?  Almost, just light touch-up."
Kurta, This kurta is too panas for everyday.  Only wear for AC places.
Kurta," Sis, that kain kurta looks so comfy.  It is! Very soft."
Kurta, This kurta nampak jarang from afar.  Really? I didn't think so.
Kurta," I prefer kurta that is not too labuh.  Modern style, I guess."
Kurta," Weh, that kurta is so cantik!  Thanks, got it on sale."
Kurta, This kurta is quite singkat.  Good for hot weather.
Kurta, My kurta always feels panas.  Maybe the cut is too tight?
Kurta, That ironless kurta looks good.  And no stress for ironing.
Kurta, This kurta kain dia sejuk gila.  What material is it?
Kurta," Your kurta looks ngam, not too big.  I like slim fit."
Kurta," Sis, that kurta is not jarang.  Good, I hate transparent clothes."
Kurta, This labuh kurta looks very classy.  It's for formal occasions.
Kurta," Weh, your new kurta is so cantik!  Thanks, it's a gift."
Kurta, I need an ironless kurta for my dad.  Look for cotton blend.
Kurta, This kurta is too singkat for me.  I prefer mine a bit longer.
Kurta," My kurta makes me panas so fast.  Find a breathable fabric, weh."
Kurta," Sis, that kurta's kain so smooth.  Yeah, it's premium cotton."
Kurta, That blue kurta looks so ngam on you.  I love the colour!
Kurta," Is this kurta material jarang?  Nope, totally opaque."
Kurta, This kurta is very labuh.  It gives a modest look.
Kurta," Weh, this kurta so cantik.  Right? Bought it for Raya."
Kurta," My ironless kurta is faded already.  Try different brand, sis."
Kurta, This kurta is too panas for outside.  Only for indoor.
Kurta," Sis, your kurta looks so fresh.  It's new!"
Kurta," That kurta is quite singkat.  Yeah, for a more casual look."
Kurta, This kurta kain dia sejuk sangat.  Best feeling ever.
Kurta, Your kurta fits you ngam-ngam.  I got it tailored.
Kurta," Weh, is this kurta ironless?  It says so on the tag."
Kurta, This kurta is not jarang at all.  That's a good thing!
Kurta, That kurta is too labuh for daily wear.  Just for special occasions.
Kurta," Sis, your kurta so cantik today!  Thanks for noticing!"
Kurta, Panas betul pakai kurta ni during lunch.  Wear it on cloudy days.
Kurta," This kurta's kain is very nice.  Yes, soft and flowy."
Kurta," Weh, that kurta looks ngam on you.  Glad you think so."
Kurta," That kurta is a bit singkat for formal.  Yeah, more for casual."
Kurta," Sis, your kurta looks ironless!  It actually is!"
Kurta, This kurta looks so sejuk and comfy.  It feels great too.
Kurta, My kurta kain is quite jarang.  Need to be careful.
Kurta, That labuh kurta gives a grand look.  Perfect for festive.
Kurta," Weh, this kurta is so cantik!  And affordable too."
Kurta, This kurta is too panas.  Time to change it.
Kurta," Your kurta fits so ngam!  Yes, very comfortable."
Kurta," Sis, this ironless kurta is a gem.  Totally agree, saves time!"
Sampin / Kain Samping," Weh, sampin ni cantik gila.  Kan? Pattern dia unique."
Sampin / Kain Samping," Rasa panas la pakai kain ni.  Tu la, material dia tebal sikit."
Sampin / Kain Samping," Sampin ni ironless ke, sis?  Yep, senang kerja."
Sampin / Kain Samping, Labuh sangat tak kain samping ni?  Ngam-ngam je untuk you.
Sampin / Kain Samping," Sampin batik ni cantik, sis.  Ye, classic look."
Sampin / Kain Samping," Kain samping ni jarang ke?  Sikit, tapi okay je."
Sampin / Kain Samping," Weh, sampin kau nampak sejuk je.  Oh, ni material cotton."
Sampin / Kain Samping, Tak ngam lah warna sampin ni dengan baju Melayu aku.  Cari yang tone gelap sikit.
Sampin / Kain Samping, Sampin ni singkat sangat la.  Memang style moden macam tu.
Sampin / Kain Samping," Mana nak cari sampin ironless yang cantik eh?  Try online, sis. Banyak choice."
Sampin / Kain Samping," Sampin sutera ni confirm mahal, kan?  Cantik sangat, worth it."
Sampin / Kain Samping," Weh, tolong lipat sampin ni.  Macam mana nak buat?"
Sampin / Kain Samping," Kain samping ni boleh basuh mesin tak?  Better handwash je, sis."
Sampin / Kain Samping," Warna emerald green ni ngam sangat dengan kulit you.  Terima kasih, sis."
Sampin / Kain Samping, Kenapa sampin ni rasa panas sangat eh?  Sebab material dia polyster kot.
Sampin / Kain Samping," Sampin ni labuh sangat la, nak kena alter ke?  Takpe, lipat je."
Sampin / Kain Samping," Cari sampin yang ironless senang sikit.  Betul, tak payah gosok."
Sampin / Kain Samping," Kain samping ni tak jarang, kan?  Tak, tebal elok je."
Sampin / Kain Samping," Weh, sampin ni ada size kecik tak?  Yang ni free size."
Sampin / Kain Samping," Sampin you pakai tu cantik, sis.  Ni hadiah dari mak."
Sampin / Kain Samping," Weh, kain samping ni sejuk gila.  Yup, material linen."
Sampin / Kain Samping, Sampin ni singkat sangat untuk Raya.  Tapi lawa.
Sampin / Kain Samping," Baju Melayu biru, sampin warna apa ngam?  Amik silver."
Sampin / Kain Samping," Kain sampin ni senang renyuk la.  Tu la, bukan ironless."
Sampin / Kain Samping," Sis, sampin ni cantik sangat. Harga berapa?  RM80."
Sampin / Kain Samping, Rasa panas la kalau pakai sampin tebal.  Cari yang nipis sikit.
Sampin / Kain Samping," Weh, sampin kau ni nampak tradisional.  Ni warisan keluarga."
Sampin / Kain Samping," Sampin ni labuh, tutup lutut.  Baru sopan."
Sampin / Kain Samping," Kain samping ni tak jarang, bagus.  Ya, material berkualiti."
Sampin / Kain Samping, Aku nak cari sampin ironless untuk kenduri nanti.  Banyak pilihan sekarang.
Sampin / Kain Samping," Sampin tu tak berapa ngam dengan baju kau.  Eh, ye ke?"
Sampin / Kain Samping," Weh, beli sampin baru ke? Cantik!  Raya tahun ni punya."
Sampin / Kain Samping, Sampin ni singkat sangat la.  Memang style urban.
Sampin / Kain Samping, Kain samping ni nampak panas je.  Agak tebal sikit.
Sampin / Kain Samping," Sis, ada sampin yang sejuk tak?  Cuba cotton."
Sampin / Kain Samping," Sampin ni senang sangat nak gosok.  Bukan ironless, tapi senang."
Sampin / Kain Samping," Weh, pattern sampin ni pelik sikit.  Moden punya."
Sampin / Kain Samping," Kain samping ni tak labuh sangat, ngam je.  Sesuai dengan ketinggian."
Sampin / Kain Samping," Sampin ni jarang sangat, tak selesa.  Better cari lain."
Sampin / Kain Samping, Sampin ironless memang penyelamat.  Tak payah pening gosok.
Sampin / Kain Samping," Weh, sampin ni warna apa?  Maroon."
Sampin / Kain Samping, Sampin ni tak ngam dengan tone kulit aku.  Try warna terang sikit.
Sampin / Kain Samping," Kain samping ni rasa panas tak?  Tak, ni cotton."
Sampin / Kain Samping, Sampin ni labuh sampai buku lali.  Perfect.
Sampin / Kain Samping," Sis, sampin ni cantik sangat design dia.  Design baru."
Sampin / Kain Samping," Weh, kain sampin ni lembut gila.  Silk memang lembut."
Sampin / Kain Samping, Sampin ni singkat sangat ke?  Ikut fesyen.
Sampin / Kain Samping," Sampin ironless tu mahal sikit, kan?  Tapi jimat masa."
Sampin / Kain Samping," Kain sampin ni jarang, kena pakai lining.  Betul tu."
Sampin / Kain Samping, Sampin ni nampak sejuk bila pakai.  Material dia ringan.
Sampin / Kain Samping," Weh, sampin ni ngam dengan baju putih.  Konfem."
Sampin / Kain Samping, Sampin ni dah lusuh sikit la.  Masa beli dah lama.
Sampin / Kain Samping, Kain samping ni panas betul.  Tukar lah.
Sampin / Kain Samping," Sis, sampin ni labuh ke singkat?  Labuh sikit."
Sampin / Kain Samping, Corak sampin ni cantik sangat.  Limited edition.
Sampin / Kain Samping," Weh, kain samping ni jarang ke tak?  Tak, padat."
Sampin / Kain Samping, Sampin ironless ni sesuai untuk travel.  Exactly.
Sampin / Kain Samping, Tak ngam la warna hijau ni dengan baju aku.  Try biru.
Sampin / Kain Samping, Sampin ni nampak sejuk mata memandang.  Warna pastel.
Sampin / Kain Samping," Sampin ni singkat sangat, nampak macam skirt.  Fesyen je."
Sampin / Kain Samping," Weh, sampin ni ada jual lagi tak?  Habis dah."
Sampin / Kain Samping, Sampin ni cantik tapi panas gila.  Kena cari yang breathable.
Sampin / Kain Samping," Kain sampin ni labuh sangat, susah nak jalan.  Kena adjust."
Sampin / Kain Samping," Sis, sampin ni jarang ke?  Tak la, material crepe."
Sampin / Kain Samping, Sampin ni sejuk bila kena angin.  Kain cotton memang best.
Sampin / Kain Samping," Sampin ni ironless, yay!  Bestnya, tak payah gosok."
Sampin / Kain Samping," Weh, sampin ni ngam dengan baju kurung.  Boleh la try."
Sampin / Kain Samping," Kain sampin ni tebal, jadi tak panas.  Bukan panas, tapi tak sejuk."
Sampin / Kain Samping," Sampin ni singkat sangat, tak sesuai untuk nikah.  Kena cari yang labuh."
Sampin / Kain Samping," Weh, corak sampin ni cantik sangat.  Pattern Songket."
Sampin / Kain Samping," Sampin ni ada warna lain tak, sis?  Ada banyak lagi."
Sampin / Kain Samping," Kain samping ni kalau basuh kecut tak?  Tak, kain elok."
Sampin / Kain Samping, Rasa panas la pakai sampin ni lama-lama.  Kena pakai sekejap je.
Sampin / Kain Samping," Weh, sampin ni labuh ke idak?  Cukup-cukup makan."
Sampin / Kain Samping," Sampin ni jarang sangat, nampak peha.  Ish, tak boleh pakai."
Sampin / Kain Samping," Sampin ironless memang senang jaga.  Betul, save time."
Sampin / Kain Samping, Baju ni tak ngam dengan sampin stripe tu.  Pilih plain colour.
Sampin / Kain Samping, Sampin ni sejuk je material dia.  Linen kan?
Sampin / Kain Samping," Sampin ni singkat sangat untuk official event.  Ya, tak berapa sesuai."
Sampin / Kain Samping," Sis, sampin ni cantik sangat, I suka!  Thank you!"
Sampin / Kain Samping," Weh, sampin ni ngam dengan baju hijau.  Try pakai."
Sampin / Kain Samping," Kain samping ni cepat berbulu tak?  Tak, elok lagi."
Sampin / Kain Samping," Sampin ni rasa panas bila cuaca terik.  Biasalah, kain tebal."
Sampin / Kain Samping," Sis, sampin ni labuh tak?  Tak terlalu labuh, sedang elok."
Sampin / Kain Samping," Corak sampin ni cantik, nampak mewah.  Kain songket."
Sampin / Kain Samping," Weh, kain samping ni jarang ke?  Agak jarang, kena pakai inner."
Sampin / Kain Samping," Sampin ni ironless, tak payah gosok.  Lega rasanya."
Sampin / Kain Samping, Sampin ni sejuk je material dia.  Cotton blend.
Sampin / Kain Samping," Sampin ni singkat sangat, kurang selesa.  Kena lipat betul-betul."
Sampin / Kain Samping," Weh, sampin kau nampak kemas sangat.  Ironless, sis."
Sampin / Kain Samping," That sampin is so cantik, weh!  Thanks, sis! Got it online."
Sampin / Kain Samping," This kain sampin material looks a bit jarang.  Yeah, better wear with lining."
Sampin / Kain Samping," Is this sampin ironless, sis?  Nope, but not hard to iron."
Sampin / Kain Samping, Your sampin colour ngam with the baju.  Right? I was worried it wouldn't match.
Sampin / Kain Samping," This kain looks so panas, no?  I prefer the sejuk cotton one."
Sampin / Kain Samping," That sampin is too labuh for me.  Maybe try a shorter, more singkat cut?"
Sampin / Kain Samping," Weh, your sampin pattern is unique!  Found it at a small boutique."
Sampin / Kain Samping," This kain sampin feels so sejuk!  Perfect for open house, sis."
Sampin / Kain Samping," Does this sampin look too singkat?  A bit, but still okay for casual."
Sampin / Kain Samping," Sis, where you bought this cantik sampin?  From that new shop in town."
Sampin / Kain Samping," I need an ironless sampin for Raya.  Me too, hate ironing!"
Sampin / Kain Samping," This black sampin ngam with everything.  That's why I bought it, weh."
Sampin / Kain Samping," The kain feels so soft, not rough.  Yes, very comfortable to wear."
Sampin / Kain Samping," Is this sampin material jarang?  A little, but thick enough."
Sampin / Kain Samping," I like the way you wear your sampin, labuh style.  Thanks, I think it looks neater."
Sampin / Kain Samping," My sampin is so panas today!  Should've worn the cotton one, sis."
Sampin / Kain Samping," This new kain sampin is so cantik, weh.  I agree! Love the colour."
Sampin / Kain Samping," Do you think this sampin is too singkat for me?  No, it's just nice."
Sampin / Kain Samping, Need a sejuk kain for this weather.  Try the plain cotton sampins.
Sampin / Kain Samping," Your sampin always ngam with your baju.  I try my best to match, weh."
Sampin / Kain Samping," This kain sampin pattern is quite modern.  Yes, not traditional at all."
Sampin / Kain Samping," Sis, is this sampin ironless?  Mostly, just a quick steam sometimes."
Sampin / Kain Samping," This fabric feels very panas, even with AC.  Better for cold weather."
Sampin / Kain Samping," I want a labuh sampin like yours.  This one is custom made, sis."
Sampin / Kain Samping," Look at this cantik sampin, weh!  So intricate, love the details."
Sampin / Kain Samping," Is the kain sampin material jarang?  Not really, quite opaque."
Sampin / Kain Samping," My old sampin is getting too singkat.  Time for a new one, then."
Sampin / Kain Samping, This sampin colour is so sejuk to the eyes.  Perfect for hot afternoon.
Sampin / Kain Samping," This new sampin I got is ironless.  Best purchase ever, weh!"
Sampin / Kain Samping," That patterned sampin ngam with your plain baju.  That was the idea, sis!"
Sampin / Kain Samping, The kain sampin is a bit too labuh for my height.  Maybe get it altered slightly.
Sampin / Kain Samping," This black sampin feels so panas in the sun.  Dark colours absorb heat, weh."
Sampin / Kain Samping," Sis, this sampin is super cantik!  Glad you like it! It's new."
Sampin / Kain Samping, I need a kain sampin that is not jarang.  Look for thicker material ones.
Sampin / Kain Samping," This new sampin is so ironless, love it.  A lifesaver for last minute, weh."
Sampin / Kain Samping," Does this sampin look too singkat on him?  Nah, it's contemporary style."
Sampin / Kain Samping," My blue sampin always feels sejuk.  Probably the silk blend, sis."
Sampin / Kain Samping," That batik sampin ngam with your traditional look.  Thanks, weh! Wanted something classic."
Sampin / Kain Samping, This kain material feels a bit rough.  Might soften after a few washes.
Sampin / Kain Samping," Your sampin is always perfectly ironed, sis.  This one is actually ironless!"
Sampin / Kain Samping," Weh, this sampin is really beautiful.  It's from my father's collection."
Sampin / Kain Samping, I don't want a sampin that is too labuh.  Try those ready-to-wear ones.
Sampin / Kain Samping," This kain sampin feels so panas, no airflow.  Maybe not good for outdoor events."
Sampin / Kain Samping," Your sampin is so cantik, sis.  Got it on sale!"
Sampin / Kain Samping," This kain material is so jarang.  Yeah, you can see through it."
Sampin / Kain Samping, Need an ironless sampin for convenience.  Check out the synthetic blends.
Sampin / Kain Samping," Is this sampin too singkat for formal events?  Yes, perhaps choose a labuh one."
Sampin / Kain Samping," This sejuk fabric sampin is so comfortable.  Totally worth the price, weh."
Sampin / Kain Samping, That striped sampin ngam with your modern baju.  I thought so too!
Sampin / Kain Samping, This kain sampin is unexpectedly heavy.  Quality silk usually feels like that.
Sampin / Kain Samping," Sis, where can I find an ironless sampin?  Online stores usually have many options."
Sampin / Kain Samping," Your sampin is always so cantik, weh.  Secret is good quality kain."
Sampin / Kain Samping, This patterned sampin feels too panas for Raya.  Go for plain cotton instead.
Sampin / Kain Samping," Is this sampin too labuh for me?  It looks fine, actually."
Sampin / Kain Samping," This kain material is super jarang, no?  Definitely need an inner for it."
Sampin / Kain Samping, I need a sampin that is not too singkat.  Go for one that ends mid-calf.
Sampin / Kain Samping," This sampin colour is so sejuk, perfect for beach.  True, it gives off relaxed vibes."
Sampin / Kain Samping," Your sampin always ngam with your whole outfit.  It's all about coordination, sis."
Sampin / Kain Samping," This kain sampin looks expensive, weh.  It was a gift!"
Sampin / Kain Samping," I want an ironless sampin for my husband.  Best gift ever, saves time."
Sampin / Kain Samping," This sampin design is so cantik, sis!  Unique, right? Not common."
Sampin / Kain Samping, This sampin is too panas for daytime wear.  Save it for evening events.
Sampin / Kain Samping," Is this kain sampin too labuh for a teenager?  Maybe, they prefer more modern cuts."
Sampin / Kain Samping, This material feels so sejuk on the skin.  Perfect for Malaysia's climate.
Sampin / Kain Samping," The sampin pattern ngam with your personality.  Haha, thanks, weh!"
Sampin / Kain Samping," This kain sampin is rarely found now.  Vintage piece, sis."
Sampin / Kain Samping," This sampin looks a bit singkat.  It's the modern trend, sis."
Sampin / Kain Samping," I wish all sampins were ironless.  Tell me about it, weh."
Sampin / Kain Samping, Your sampin is always so perfectly tied.  Practice makes perfect!
Sampin / Kain Samping," This sampin is so cantik, weh.  Bought it from a local artisan."
Sampin / Kain Samping, This kain sampin material is too jarang.  Can wear plain shorts underneath.
Sampin / Kain Samping," Is this sampin too panas for outdoor wedding?  Definitely, choose lighter fabric."
Sampin / Kain Samping," This sampin is just the right labuh.  I had it tailored, sis."
Sampin / Kain Samping," This sampin feels so sejuk and comfortable.  Pure cotton, that's why."
Sampin / Kain Samping," The pattern on this sampin really ngam with your baju.  Yes, same family of colours."
Sampin / Kain Samping," This kain sampin is surprisingly light.  Good for traveling, weh."
Sampin / Kain Samping, I heard this sampin is ironless.  It is! So convenient.
